,id,status
610,DCP-ZDR-2023-04549,Completed
611,DCP-ZDR-2023-04567,Completed
612,DCP-ZDR-2023-04571,Completed
613,DCP-ZDR-2023-04581,Completed
614,DCP-ZDR-2023-04584,Completed
615,DCP-ZDR-2023-04602,Completed
616,DCP-ZDR-2023-04613,Completed
617,DCP-ZDR-2023-04634,Applicant Revisions
618,DCP-ZDR-2023-04656,Completed
619,DCP-ZDR-2023-04659,Completed
620,DCP-ZDR-2023-04663,Completed
621,DCP-ZDR-2023-04667,Applicant Revisions
622,DCP-ZDR-2023-04674,Completed
623,DCP-ZDR-2023-04686,Completed
624,DCP-ZDR-2023-04693,In Review
625,DCP-ZDR-2023-04713,Completed
626,DCP-ZDR-2023-04716,Completed
627,DCP-ZDR-2023-04722,Completed
628,DCP-ZDR-2023-04737,Applicant Revisions
629,DCP-ZDR-2023-04747,Applicant Revisions
630,DCP-ZDR-2023-04749,Applicant Revisions
631,DCP-ZDR-2023-04759,In Review
632,DCP-ZDR-2023-04769,In Review
633,DCP-ZDR-2023-04773,Application Incomplete
634,DCP-ZDR-2023-04796,Completed
635,DCP-ZDR-2023-04802,Applicant Revisions
636,DCP-ZDR-2023-04811,Applicant Revisions
637,DCP-ZDR-2023-04818,Completed
638,DCP-ZDR-2023-04825,Cancelled
639,DCP-ZDR-2023-04840,Completed
