,id,status
420,DCP-ZDR-2020-02718,Applicant Revisions
421,DCP-ZDR-2020-02723,Completed
422,DCP-ZDR-2020-02730,Cancelled
423,DCP-ZDR-2020-02738,Cancelled
424,DCP-ZDR-2020-02752,Completed
425,DCP-ZDR-2020-02764,Completed
426,DCP-ZDR-2020-02780,Completed
427,DCP-ZDR-2020-02794,Applicant Revisions
428,DCP-ZDR-2020-02801,Completed
429,DCP-ZDR-2020-02804,Completed
430,DCP-ZDR-2020-02808,Completed
431,DCP-ZDR-2020-02812,Completed
432,DCP-ZDR-2020-02819,Applicant Revisions
433,DCP-ZDR-2020-02824,Completed
434,DCP-ZDR-2020-02827,Completed
435,DCP-ZDR-2020-02852,Completed
436,DCP-ZDR-2020-02862,Applicant Revisions
437,DCP-ZDR-2020-02866,Applicant Revisions
438,DCP-ZDR-2020-02872,Cancelled
439,DCP-ZDR-2020-02876,Completed
440,DCP-ZDR-2020-02882,Completed
441,DCP-ZDR-2020-02885,Completed
442,DCP-ZDR-2020-02888,Applicant Revisions
443,DCP-ZDR-2020-02905,Completed
444,DCP-ZDR-2020-02908,Completed
445,DCP-ZDR-2020-02915,Completed
446,DCP-ZDR-2020-02922,Completed
447,DCP-ZDR-2020-02925,Completed
448,DCP-ZDR-2020-02927,Completed
449,DCP-ZDR-2020-02931,Completed
450,DCP-ZDR-2020-02945,Completed
451,DCP-ZDR-2020-02955,Completed
452,DCP-ZDR-2020-02967,Completed
453,DCP-ZDR-2020-02988,Cancelled
454,DCP-ZDR-2020-02994,Completed
455,DCP-ZDR-2020-03004,Completed
456,DCP-ZDR-2020-03019,Cancelled
457,DCP-ZDR-2020-03026,Completed
458,DCP-ZDR-2020-03028,Completed
459,DCP-ZDR-2020-03030,Completed
460,DCP-ZDR-2020-03034,Completed
461,DCP-ZDR-2020-03037,Completed
462,DCP-ZDR-2020-03072,Completed
463,DCP-ZDR-2020-03080,Completed
464,DCP-ZDR-2020-03090,Completed
465,DCP-ZDR-2020-03092,Cancelled
466,DCP-ZDR-2020-03094,Completed
467,DCP-ZDR-2020-03096,Completed
468,DCP-ZDR-2020-03108,Completed
469,DCP-ZDR-2020-03111,Cancelled
470,DCP-ZDR-2020-03113,Completed
471,DCP-ZDR-2020-03116,Completed
472,DCP-ZDR-2020-03122,Completed
473,DCP-ZDR-2020-03130,Completed
474,DCP-ZDR-2020-03132,Completed
475,DCP-ZDR-2020-03148,Completed
476,DCP-ZDR-2020-03151,Completed
477,DCP-ZDR-2020-03173,Applicant Revisions
478,DCP-ZDR-2020-03202,Completed
479,DCP-ZDR-2020-03210,In Review
480,DCP-ZDR-2020-03221,Completed
481,DCP-ZDR-2020-03239,Cancelled
482,DCP-ZDR-2020-03242,Completed
483,DCP-ZDR-2020-03249,Completed
484,DCP-ZDR-2020-03251,Completed
485,DCP-ZDR-2020-03253,Completed
486,DCP-ZDR-2020-03255,Completed
487,DCP-ZDR-2020-03257,Completed
488,DCP-ZDR-2020-03259,Completed
489,DCP-ZDR-2020-03265,Application Incomplete
490,DCP-ZDR-2020-03279,Completed
491,DCP-ZDR-2020-03283,Completed
492,DCP-ZDR-2020-03286,Completed
493,DCP-ZDR-2020-03295,Completed
494,DCP-ZDR-2020-03297,Completed
495,DCP-ZDR-2020-03302,Completed
496,DCP-ZDR-2020-03304,Completed
497,DCP-ZDR-2020-03306,Completed
498,DCP-ZDR-2020-03318,Completed
499,DCP-ZDR-2020-03321,Completed
500,DCP-ZDR-2020-03325,Completed
501,DCP-ZDR-2020-03334,Applicant Revisions
502,DCP-ZDR-2020-03338,Completed
503,DCP-ZDR-2020-03341,Completed
504,DCP-ZDR-2020-03345,Completed
505,DCP-ZDR-2020-03348,Completed
506,DCP-ZDR-2020-03354,Cancelled
507,DCP-ZDR-2020-03363,Cancelled
508,DCP-ZDR-2020-03365,Applicant Revisions
509,DCP-ZDR-2020-03373,Completed
510,DCP-ZDR-2020-03383,Cancelled
511,DCP-ZDR-2020-03385,Applicant Revisions
512,DCP-ZDR-2020-03390,Completed
513,DCP-ZDR-2020-03397,Completed
514,DCP-ZDR-2020-03408,Completed
515,DCP-ZDR-2020-03419,Completed
516,DCP-ZDR-2020-03438,Cancelled
517,DCP-ZDR-2020-03440,Completed
518,DCP-ZDR-2020-03453,Completed
519,DCP-ZDR-2020-03455,Applicant Revisions
520,DCP-ZDR-2020-03458,Completed
521,DCP-ZDR-2020-03461,Completed
522,DCP-ZDR-2020-03482,Cancelled
523,DCP-ZDR-2020-03493,Completed
524,DCP-ZDR-2020-03495,Applicant Revisions
525,DCP-ZDR-2020-03498,Completed
526,DCP-ZDR-2020-03500,Cancelled
527,DCP-ZDR-2020-03502,Completed
528,DCP-ZDR-2020-03510,Completed
529,DCP-ZDR-2020-03513,Cancelled
530,DCP-ZDR-2020-03523,Completed
531,DCP-ZDR-2020-03529,Completed
532,DCP-ZDR-2020-03533,Completed
533,DCP-ZDR-2020-03535,Completed
534,DCP-ZDR-2020-03547,Completed
535,DCP-ZDR-2020-03561,Completed
536,DCP-ZDR-2020-03570,Completed
